Title,Link,Review,Reviews_Clean,Polarity_Score,sentiment_female lead,sentiment_FL,sentiment_second female lead,sentiment_male lead,sentiment_ML,sentiment_second male lead,sentiment_cast,sentiment_main leads,sentiment_ensemble cast,sentiment_couple,sentiment_side couples,sentiment_plot,sentiment_story,sentiment_beginning,sentiment_ending,sentiment_romance,sentiment_acting,sentiment_kiss,romance,kiss,steamy,comedy,melodrama,wholesome,sad,slow burn,tropey,action,OST,bingeworthy,top,bad
Love Next Door,https://mydramalist.com/758259-mom-s-friend-s-son,"This drama was a bit of a rollercoaster in that it had major ups and downs. started off great — very cute and intruiging given its amazing cast. i was especially excited to see the two main actors in a couple together since i love them both. but then it went downhill in the middle and did not rebound until the last 4-5 episodes which were pretty much just a return to cute fluff, plus some heartwarming family moments. having said all that, this drama had some very very sweet couples scenes — especially the kiss scene in the sunflower field and the proposal scenes — and some character and family moments that made me cry. It had a nice satisfying ending so im glad i watched it in the end but it was a bit overhyped overall.","['drama', 'bit', 'rollercoaster', 'major', 'ups', 'down', 'started', 'great', 'cute', 'intruiging', 'given', 'amazing', 'cast', 'especially', 'excited', 'see', 'two', 'main', 'actor', 'couple', 'together', 'since', 'love', 'went', 'downhill', 'middle', 'rebound', 'last', '45', 'episode', 'pretty', 'much', 'return', 'cute', 'fluff', 'plus', 'heartwarming', 'family', 'moment', 'said', 'drama', 'sweet', 'couple', 'scene', 'especially', 'kiss', 'scene', 'sunflower', 'field', 'proposal', 'scene', 'character', 'family', 'moment', 'made', 'cry', 'nice', 'satisfying', 'ending', 'im', 'glad', 'watched', 'end', 'bit', 'overhyped', 'overall']",0.338640350877193,,0.35788194444444443,,,,,0.4081180555555556,,,0.383392094017094,,,,,0.2995343137254902,,,0.3611388888888889,1,1,0,0,1,1,1,0,0,0,0,0,0,0
Love to Hate You,https://mydramalist.com/713771-love-battle,Started off weird but ended up liking it. Female lead is fun and sex/kissing scenes are really good. Nice ending. Overall cute/funny romcom.,"['started', 'weird', 'ended', 'liking', 'female', 'lead', 'fun', 'sexkissing', 'scene', 'really', 'good', 'nice', 'ending', 'overall', 'cutefunny', 'romcom']",0.18333333333333332,-0.04999999999999999,,,-0.04999999999999999,,,,,,,,,,,0.10999999999999999,,,0.18333333333333332,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Love Your Enemy,https://mydramalist.com/763553-love-on-a-single-log-bridge,"Overall a cute drama with some funny moments. The main highlights were the teenage flashbacks of the main couple’s love story, and the lead up to then dating after they reuinted as adults. However, this is one of those romantic comedy kdramas that suffers from some classic pitfalls. For one, it adds a completely unnecessary evil uncle embezzlement/indirect murder plot that was so pointless and kind of ruined the tone of the drama. Secondly, it got very boring after the main couple actually got together, which can happen in a lot of dramas. The tension and entertainment revolved around the will-they-wont-they aspect of the plot, and once they actually did get together, there was not enough chemsitry nor cute couple moments. Finally, the ensemble cast and side plots were not that strong. I did kind of like the nurse and teacher couple by the end, but there really were no standout side characters and in fact many of them were quite annoying like the sabotaging best friend, male lead’s dad, and gossiping teacher. The drama did have some sweet moments and a few really good OST songs though.","['overall', 'cute', 'drama', 'funny', 'moment', 'main', 'highlight', 'teenage', 'flashback', 'main', 'couple', 'love', 'story', 'lead', 'dating', 'reuinted', 'adult', 'however', 'one', 'romantic', 'comedy', 'kdramas', 'suffers', 'classic', 'pitfall', 'one', 'add', 'completely', 'unnecessary', 'evil', 'uncle', 'embezzlementindirect', 'murder', 'plot', 'pointless', 'kind', 'ruined', 'tone', 'drama', 'secondly', 'got', 'boring', 'main', 'couple', 'actually', 'got', 'together', 'happen', 'lot', 'drama', 'tension', 'entertainment', 'revolved', 'around', 'willtheywontthey', 'aspect', 'plot', 'actually', 'get', 'together', 'enough', 'chemsitry', 'cute', 'couple', 'moment', 'finally', 'ensemble', 'cast', 'side', 'plot', 'strong', 'kind', 'like', 'nurse', 'teacher', 'couple', 'end', 'really', 'standout', 'side', 'character', 'fact', 'many', 'quite', 'annoying', 'like', 'sabotaging', 'best', 'friend', 'male', 'lead', 'dad', 'gossiping', 'teacher', 'drama', 'sweet', 'moment', 'really', 'good', 'ost', 'song', 'though']",0.0796875,,0.12191358024691357,,0.1720238095238095,,,0.13386363636363635,,0.13386363636363635,0.11848290598290598,,0.05958333333333332,0.13242857142857142,,,,,,1,0,0,1,1,1,0,1,0,1,1,0,1,0
Lovely Runner,https://mydramalist.com/750099-time-walking-on-memory,"A really good romantic drama with all the feels. The two main leads have great chemistry and the kiss scenes are top notch. The time travel is filled with plot holes but you can easily get over that because the characters and love story is super good. Lots of cute moments, and it was fun to see the couple fall in love multiple times. The male lead is officially one of my favorites — he was so good in this drama and he plays the smitten boyfriend so well. Also he’s beautiful.","['really', 'good', 'romantic', 'drama', 'feel', 'two', 'main', 'lead', 'great', 'chemistry', 'kiss', 'scene', 'top', 'notch', 'time', 'travel', 'filled', 'plot', 'hole', 'easily', 'get', 'character', 'love', 'story', 'super', 'good', 'lot', 'cute', 'moment', 'fun', 'see', 'couple', 'fall', 'love', 'multiple', 'time', 'male', 'lead', 'officially', 'one', 'favorite', 'good', 'drama', 'play', 'smitten', 'boyfriend', 'well', 'also', 'he', 'beautiful']",0.43431372549019603,,,,0.5958333333333332,,,,0.40773809523809523,,0.42722222222222217,,0.4328282828282828,0.43449074074074073,,,,,0.4282051282051282,1,1,0,0,1,0,0,0,0,0,0,0,1,0
Lovestruck in the City,https://mydramalist.com/65277-love-way-of-urban-man-woman,I love the male lead but the show wasn’t really long or developed enough for me to care enough about the characters. Entertaining and had clever elements with the mockumentary but not amazing,"['love', 'male', 'lead', 'show', 'wasnt', 'really', 'long', 'developed', 'enough', 'care', 'enough', 'character', 'entertaining', 'clever', 'element', 'mockumentary', 'amazing']",0.10185185185185186,,,,0.27976190476190477,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marry My Husband,https://mydramalist.com/747733-marry-my-husband,"very satisfying revenge story. the villains were great - you really love to hate them. main couple has good chemistry and is cute. side characters cute. the plot went a bit sideways near the end with the introduction of thr ex-fiance but had a satisfying ending, plus some time to wrap things up nicely.","['satisfying', 'revenge', 'story', 'villain', 'great', 'really', 'love', 'hate', 'main', 'couple', 'good', 'chemistry', 'cute', 'side', 'character', 'cute', 'plot', 'went', 'bit', 'sideways', 'near', 'end', 'introduction', 'thr', 'exfiance', 'satisfying', 'ending', 'plus', 'time', 'wrap', 'thing', 'nicely']",0.38333333333333336,,,,,,,,,,0.37333333333333335,,0.3885416666666667,0.5033333333333334,,0.48083333333333333,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Melancholia,https://mydramalist.com/695723-melancholia,I love this ML. His acting is so good. The principal was a total love to hate character and she was great at playing the villain. The subtle and slow progressing romance was well done and didn’t feel creepy. The math stuff could get a bit tedious at times. I think if I binged this I would have gotten a bit bored but I liked watching it while airing and def was always anticipating the next episode.,"['love', 'ml', 'acting', 'good', 'principal', 'total', 'love', 'hate', 'character', 'great', 'playing', 'villain', 'subtle', 'slow', 'progressing', 'romance', 'well', 'done', 'didnt', 'feel', 'creepy', 'math', 'stuff', 'could', 'get', 'bit', 'tedious', 'time', 'think', 'binged', 'would', 'gotten', 'bit', 'bored', 'liked', 'watching', 'airing', 'def', 'always', 'anticipating', 'next', 'episode']",0.011904761904761902,,,,,0.23717948717948717,,,,,,,,,,,-0.030740740740740735,0.2361111111111111,,1,0,0,0,0,0,0,1,0,1,0,1,0,0
Monthly Magazine Home,https://mydramalist.com/59909-monthly-house,Has some really funny moments. Not my favorite leads. Pretty tropey but with some bright spots.,"['really', 'funny', 'moment', 'favorite', 'lead', 'pretty', 'tropey', 'bright', 'spot']",0.42500000000000004,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Moving,https://mydramalist.com/25560-moving,overall a really good fun drama. definitely grasped my attention from the beginning and was very bingable. it lost me a little bit in the middle with the flashback episodes but i loved the beginning episodes with the students. ending was a bit abrupt but felt like they might have laid the foundation for a second season.,"['overall', 'really', 'good', 'fun', 'drama', 'definitely', 'grasped', 'attention', 'beginning', 'bingable', 'lost', 'little', 'bit', 'middle', 'flashback', 'episode', 'loved', 'beginning', 'episode', 'student', 'ending', 'bit', 'abrupt', 'felt', 'like', 'might', 'laid', 'foundation', 'second', 'season']",0.15875,,0.1681547619047619,,,,,,,,,,,,0.17395833333333333,0.07578125,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mr. Plankton,https://mydramalist.com/750795-mr-plankton,"I had such high hopes for this drama but it was ultimately disappointing. I feel like im being gaslit or something bc everyone seems to love this show, but it was just too bizarre. on the one hand, i loved the male lead. he might just be the most attractive Korean actor I’ve ever seen. and his acting in this is well done. however, the other main leads are poorly cast. the female lead was the wrong choice, i found her very annoying and her acting one dimensional. i also was weirded out by the choice of second male lead. he is 12 years older than the female lead, which just felt unnecessary and weird. there were many unexplained, dumb, or strange plot points that i couldnt overlook and that kind of ruined the drama for me (for ex, how he takes her from her wedding against her will, how she is engaged to the SML after only 2 months, how she flip flops between the FL and SFL too much, the constant back and forth between the main couple and repeated conversations, the weird grooming relationship with the SFL, the confusing plot point with the ML’s half sister, etc). there were a few cute or emotional scenes that i did appreciate tho, and i was definitely crying at the end.","['high', 'hope', 'drama', 'ultimately', 'disappointing', 'feel', 'like', 'im', 'gaslit', 'something', 'bc', 'everyone', 'seems', 'love', 'show', 'bizarre', 'one', 'hand', 'loved', 'male', 'lead', 'might', 'attractive', 'korean', 'actor', 'ive', 'ever', 'seen', 'acting', 'well', 'done', 'however', 'main', 'lead', 'poorly', 'cast', 'female', 'lead', 'wrong', 'choice', 'found', 'annoying', 'acting', 'one', 'dimensional', 'also', 'weirded', 'choice', 'second', 'male', 'lead', '12', 'year', 'older', 'female', 'lead', 'felt', 'unnecessary', 'weird', 'many', 'unexplained', 'dumb', 'strange', 'plot', 'point', 'couldnt', 'overlook', 'kind', 'ruined', 'drama', 'ex', 'take', 'wedding', 'engaged', 'sml', '2', 'month', 'flip', 'flop', 'fl', 'sfl', 'much', 'constant', 'back', 'forth', 'main', 'couple', 'repeated', 'conversation', 'weird', 'grooming', 'relationship', 'sfl', 'confusing', 'plot', 'point', 'ml', 'half', 'sister', 'etc', 'cute', 'emotional', 'scene', 'appreciate', 'tho', 'definitely', 'cry', 'end']",-0.0001666666666666719,0.04028846153846154,-0.01422152560083595,,0.078989898989899,-0.012023809523809525,0.003211951447245561,0.041790123456790125,0.06134469696969698,,-0.048874458874458876,,0.001870845204178536,,,,,0.09555555555555556,,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Mr. Queen,https://mydramalist.com/58365-queen-cheorin,Super hilarious. FL is so good. Chemistry between leads is great. Plot doesn’t get boring. Great ensemble cast. One of the funniest kdramas I’ve watched,"['super', 'hilarious', 'fl', 'good', 'chemistry', 'lead', 'great', 'plot', 'doesnt', 'get', 'boring', 'great', 'ensemble', 'cast', 'one', 'funniest', 'kdramas', 'ive', 'watched']",0.35555555555555546,,0.37083333333333335,,,,,0.17777777777777773,,0.17777777777777773,,,0.24166666666666664,,,,,,,0,0,0,1,1,0,0,1,0,0,0,0,0,0
Mr. Sunshine,https://mydramalist.com/23920-mr.-sunshine,Am I glad I watched this? Yes. Would I watch again? No. Dragged in the middle and was just SO LONG but has good beginning and end. Could have been much shorter tho. Good history lesson.,"['glad', 'watched', 'yes', 'would', 'watch', 'dragged', 'middle', 'long', 'good', 'beginning', 'end', 'could', 'much', 'shorter', 'tho', 'good', 'history', 'lesson']",0.3416666666666666,,,,,,,,,,,,,0.1708333333333333,0.36874999999999997,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Demon,https://mydramalist.com/746993-my-demon,"a bit of a rollercoaster of a drama (not in a good way lol). started off kinda boring but by episode 4-5 i was invested. the fake marriage plot was cute and there were some really funny memorable scenes like the tango scene and the two assistants out-clapping each other at the wedding. had some cute couple moments in the middle. villains/chaebol family played their roles well. but then the writing fell apart at the end. male lead sacrifices himself for the FL by bringing her back to life at the end of ep 15, only to then magically reappear 15 minutes into the final episode. also the villain fell from a skyscraper and was crushed under a chunk of ceiling and still didnt die…i also think madame ju got off too easy for basically causing dohee’s mother’s death. and ML didnt even turn into a human in the end?! despite some cute/good moments in the middle, the major plot holes at the end/the dumb ending definitely lower the rating of the drama overall. male and female leads are super pretty tho and had good chemistry.","['bit', 'rollercoaster', 'drama', 'good', 'way', 'lol', 'started', 'kinda', 'boring', 'episode', '45', 'invested', 'fake', 'marriage', 'plot', 'cute', 'really', 'funny', 'memorable', 'scene', 'like', 'tango', 'scene', 'two', 'assistant', 'outclapping', 'wedding', 'cute', 'couple', 'moment', 'middle', 'villainschaebol', 'family', 'played', 'role', 'well', 'writing', 'fell', 'apart', 'end', 'male', 'lead', 'sacrifice', 'fl', 'bringing', 'back', 'life', 'end', 'ep', '15', 'magically', 'reappear', '15', 'minute', 'final', 'episode', 'also', 'villain', 'fell', 'skyscraper', 'crushed', 'chunk', 'ceiling', 'still', 'didnt', 'diei', 'also', 'think', 'madame', 'ju', 'got', 'easy', 'basically', 'causing', 'dohees', 'mother', 'death', 'ml', 'didnt', 'even', 'turn', 'human', 'end', 'despite', 'cutegood', 'moment', 'middle', 'major', 'plot', 'hole', 'endthe', 'dumb', 'ending', 'definitely', 'lower', 'rating', 'drama', 'overall', 'male', 'female', 'lead', 'super', 'pretty', 'tho', 'good', 'chemistry']",0.12247023809523808,0.25859374999999996,0.12692736185383244,,0.13431372549019607,0.11643270944741532,,,,,0.13775584795321638,,0.07144097222222222,,,0.1427579365079365,,,,1,0,0,1,1,0,0,1,0,1,0,0,0,0
My Lovely Liar,https://mydramalist.com/721889-useless-lies,"started off interesting and had some cute moments with the ML and FL. but the tone was weird - it went from heavy topics to cringey cuteness the next moment. it felt like the mystery and heavy topics (toxic mothers, suicide, abusive relationships etc) were not given proper serious attention. also, it was frustrating that they made the murderer be the gay friend who was in love with the ML. it made it feel like a kdrama from 2016, not one from 2023. also, the ML and FL could also be quite boring at times and had limited expressions and acting range. side plots were not that interesting (ex: the parents, the business owners). overall it was avg to below avg. but the ML is pretty.","['started', 'interesting', 'cute', 'moment', 'ml', 'fl', 'tone', 'weird', 'went', 'heavy', 'topic', 'cringey', 'cuteness', 'next', 'moment', 'felt', 'like', 'mystery', 'heavy', 'topic', 'toxic', 'mother', 'suicide', 'abusive', 'relationship', 'etc', 'given', 'proper', 'serious', 'attention', 'also', 'frustrating', 'made', 'murderer', 'gay', 'friend', 'love', 'ml', 'made', 'feel', 'like', 'kdrama', '2016', 'one', '2023', 'also', 'ml', 'fl', 'could', 'also', 'quite', 'boring', 'time', 'limited', 'expression', 'acting', 'range', 'side', 'plot', 'interesting', 'ex', 'parent', 'business', 'owner', 'overall', 'avg', 'avg', 'ml', 'pretty']",-0.0022408963585434094,,0.2153968253968254,,,0.2153968253968254,,,,,,,0.09685374149659864,,,,,0.09468864468864469,,1,0,0,0,1,0,1,1,0,1,0,0,1,0
My Man Is Cupid,https://mydramalist.com/705671-my-man-is-cupid,"started off really cute. the male lead is super adorable and Nana is so beautiful. but then the plot got so consumed by the murder plot that the show lost me. i would have much preferred a cute romance centered on him being a cupid and her finding out, and on cute couples that he tries to set up with his powers. also the fact that the second reincarnation of the female lead was a high schooler/minor was a tad off-putting. and the second male lead was annoying and ugly so i was not invested in him as a character at all. had some very good kiss scenes tho! fast forwarded through the last two eps.","['started', 'really', 'cute', 'male', 'lead', 'super', 'adorable', 'nana', 'beautiful', 'plot', 'got', 'consumed', 'murder', 'plot', 'show', 'lost', 'would', 'much', 'preferred', 'cute', 'romance', 'centered', 'cupid', 'finding', 'cute', 'couple', 'try', 'set', 'power', 'also', 'fact', 'second', 'reincarnation', 'female', 'lead', 'high', 'schoolerminor', 'tad', 'offputting', 'second', 'male', 'lead', 'annoying', 'ugly', 'invested', 'character', 'good', 'kiss', 'scene', 'tho', 'fast', 'forwarded', 'last', 'two', 'eps']",0.16543859649122808,0.15541666666666668,,,0.3277450980392157,,0.11347222222222222,,,,0.20054924242424244,,0.2526190476190476,,,,0.21678571428571428,,0.13392156862745097,1,1,0,0,0,0,0,0,0,1,0,0,0,0
My Mister,https://mydramalist.com/25172-my-ajusshi,So quietly and painfully tragic. Really hits the feels. Such a good story. A different kind of love story. Acting is amazing. Just a fantastically done show.,"['quietly', 'painfully', 'tragic', 'really', 'hit', 'feel', 'good', 'story', 'different', 'kind', 'love', 'story', 'acting', 'amazing', 'fantastically', 'done', 'show']",0.185,,,,,,,,,,,,,0.185,,,,0.37812500000000004,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
My Name,https://mydramalist.com/65391-nemesis,This show is BADASS. It was 100% a binge watch. Ending with the ML being killed broke my heart. FL is a badass. Not the most original story but it’s super well done.,"['show', 'badass', '100', 'binge', 'watch', 'ending', 'ml', 'killed', 'broke', 'heart', 'fl', 'badass', 'original', 'story', 'super', 'well', 'done']",0.2520833333333333,,0.10138888888888886,,,0.12604166666666666,,,,,,,,0.2791666666666667,,0.12604166666666666,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1
My Roommate Is a Gumiho,https://mydramalist.com/62151-frightening-cohabitation,"Overall a very cute, easy to watch drama. The first 6-7 episodes are especially adorable and swoon worthy. Also very funny and a good cast. Did slow down near the middle/end and in general the plot/writing was pretty cheesy, but it’s a fun drama that’s funny and light on melodrama. Good kiss scenes too. The age gap between the FL and ML is a bit much tho.","['overall', 'cute', 'easy', 'watch', 'drama', 'first', '67', 'episode', 'especially', 'adorable', 'swoon', 'worthy', 'also', 'funny', 'good', 'cast', 'slow', 'near', 'middleend', 'general', 'plotwriting', 'pretty', 'cheesy', 'fun', 'drama', 'thats', 'funny', 'light', 'melodrama', 'good', 'kiss', 'scene', 'age', 'gap', 'fl', 'ml', 'bit', 'much', 'tho']",0.23430555555555563,,0.2180555555555556,,,0.2180555555555556,,0.2721643518518519,,,,,0.222337962962963,,,,,,0.2180555555555556,1,1,0,1,1,0,0,1,0,0,0,0,0,0
My Sweet Mobster,https://mydramalist.com/742271-the-woman-who-plays,cute funny comedy. the male lead was surprisingly charming and had a nice husky voice. got kind of boring near the end. romance was a little too cutesy and boring compared to what i expect from kdramas nowadays — it felt more reminicsent of a 2016 drama. but some of the side characters had charm. the second male lead was super annoying though. kiss scenes were very lame too as they were basicallg just fish kisses.,"['cute', 'funny', 'comedy', 'male', 'lead', 'surprisingly', 'charming', 'nice', 'husky', 'voice', 'got', 'kind', 'boring', 'near', 'end', 'romance', 'little', 'cutesy', 'boring', 'compared', 'expect', 'kdramas', 'nowadays', 'felt', 'reminicsent', '2016', 'drama', 'side', 'character', 'charm', 'second', 'male', 'lead', 'super', 'annoying', 'though', 'kiss', 'scene', 'lame', 'basicallg', 'fish', 'kiss']",-0.0033854166666666755,,,,0.15657051282051282,,-0.13781565656565659,,,,,,,,,,-0.0033854166666666685,,-0.3051388888888889,1,1,0,1,1,0,0,1,0,0,0,0,0,0
Mystic Pop-Up Bar,https://mydramalist.com/34539-ssang-gap-pocha,"After CLOY this is the next drama that made me fall in love with kdramas. It’s SO FUN with great acting, humor, plot, abs romance. Such a cute lil quirky show.","['cloy', 'next', 'drama', 'made', 'fall', 'love', 'kdramas', 'fun', 'great', 'acting', 'humor', 'plot', 'ab', 'romance', 'cute', 'lil', 'quirky', 'show']",0.2625,,,,,,,,,,,,0.24333333333333335,,,,0.24333333333333335,0.2833333333333333,,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"No Gain, No Love",https://mydramalist.com/754711-because-i-want-no-loss,"very fun, cute drama. deals with a lot of progressive issues and is very sex positive. both the main and second couples are cute and have good chemistry, though more focus is given to the second couple near the end. a few plot lines are rushed near the end and i actually think this could have benefitted from 16 episodes instead of 12. the scene where the second male lead apprehends the murderer with sex toys will definitely go down in kdrama history.","['fun', 'cute', 'drama', 'deal', 'lot', 'progressive', 'issue', 'sex', 'positive', 'main', 'second', 'couple', 'cute', 'good', 'chemistry', 'though', 'focus', 'given', 'second', 'couple', 'near', 'end', 'plot', 'line', 'rushed', 'near', 'end', 'actually', 'think', 'could', 'benefitted', '16', 'episode', 'instead', '12', 'scene', 'second', 'male', 'lead', 'apprehends', 'murderer', 'sex', 'toy', 'definitely', 'go', 'kdrama', 'history']",0.1781402257872846,,,,0.02835353535353534,,0.03593434343434343,,,,0.1938636363636364,,0.12294191919191919,0.0890701128936423,,,,,,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Not Others,https://mydramalist.com/731681-namnam,"a pretty progressive drama feat. topics like teen pregnancy, sex positive, sex toys, masturbation, chosen family, a gay couple, etc. had some funny moments, but the mystery was very obvious from the beginning and dragged on, plus the mother-daughter could be kind of annoying and toxic at times. the daughter’s love interest was cute, but i wanted more relationship moments.","['pretty', 'progressive', 'drama', 'feat', 'topic', 'like', 'teen', 'pregnancy', 'sex', 'positive', 'sex', 'toy', 'masturbation', 'chosen', 'family', 'gay', 'couple', 'etc', 'funny', 'moment', 'mystery', 'obvious', 'beginning', 'dragged', 'plus', 'motherdaughter', 'could', 'kind', 'annoying', 'toxic', 'time', 'daughter', 'love', 'interest', 'cute', 'wanted', 'relationship', 'moment']",0.22217630853994494,,,,,,,,,,0.22245670995670996,,,,0.22532828282828282,,,,,1,0,0,1,1,0,0,0,0,0,0,0,1,0
Oh My Venus,https://mydramalist.com/15062-oh-my-venus,Pretty fat phobic but has some funny parts and and okay romance. It’s a light watch.,"['pretty', 'fat', 'phobic', 'funny', 'part', 'okay', 'romance', 'light', 'watch']",0.35,,,,,,,,,,,,,,,,0.3666666666666667,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Once Upon a Small Town,https://mydramalist.com/705675-country-diary-by-chance,Super cute. Romance was very heart fluttering. Funny moments too. Short and sweet.,"['super', 'cute', 'romance', 'heart', 'fluttering', 'funny', 'moment', 'short', 'sweet']",0.2722222222222222,,0.2722222222222222,,,,,,,,,,,,,,0.30833333333333335,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
One Spring Night,https://mydramalist.com/32977-spring-night,Can’t say I remember much from this show other than jung Hae in is adorable and so is his son. FL is boring. Overall not memorable but I was able to watch the whole thing (I think),"['cant', 'say', 'remember', 'much', 'show', 'jung', 'hae', 'adorable', 'son', 'fl', 'boring', 'overall', 'memorable', 'able', 'watch', 'whole', 'thing', 'think']",0.003124999999999996,,0.04083333333333332,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Our Beloved Summer,https://mydramalist.com/694231-us-that-year,This drama is way overhyped. I obvi love V’s song for the OST tho. Wooshik’s acting is great and I found the ML so adorable. Some cute couple moments. But I didn’t really care about any of the side characters (tho I did like the manager and friend) and the love triangles felt so unnecessary. Fast forwarded through a lot the last three episodes. Felt like it should have been 12 episodes. The part where the ML admitted he was abandoned by his dad as a kid was really moving tho.,"['drama', 'way', 'overhyped', 'obvi', 'love', 'v', 'song', 'ost', 'tho', 'wooshiks', 'acting', 'great', 'found', 'ml', 'adorable', 'cute', 'couple', 'moment', 'didnt', 'really', 'care', 'side', 'character', 'tho', 'like', 'manager', 'friend', 'love', 'triangle', 'felt', 'unnecessary', 'fast', 'forwarded', 'lot', 'last', 'three', 'episode', 'felt', 'like', '12', 'episode', 'part', 'ml', 'admitted', 'abandoned', 'dad', 'kid', 'really', 'moving', 'tho']",0.27272727272727276,,,,,0.32291666666666663,,,,,0.28833333333333333,,,,,,,0.38888888888888895,,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Queen of Tears,https://mydramalist.com/725367-untitled-park-ji-eun-project,this show started off funny and interesting and it was fun to see the couple rekindle their relationship. but then in the middle it got really stupid. the whole plot and the character’s actions were motivated by their pride and inability to communicate and the main female lead was so boring. i fast forwarded a lot of the middle parts just to see what happened in the end. the plot was long and convoluted and the show bounced between comedy and drama and sadness in a very jarring way. i just wasn’t invested in the love story. a very overhyped drama.,"['show', 'started', 'funny', 'interesting', 'fun', 'see', 'couple', 'rekindle', 'relationship', 'middle', 'got', 'really', 'stupid', 'whole', 'plot', 'character', 'action', 'motivated', 'pride', 'inability', 'communicate', 'main', 'female', 'lead', 'boring', 'fast', 'forwarded', 'lot', 'middle', 'part', 'see', 'happened', 'end', 'plot', 'long', 'convoluted', 'show', 'bounced', 'comedy', 'drama', 'sadness', 'jarring', 'way', 'wasnt', 'invested', 'love', 'story', 'overhyped', 'drama']",0.04444444444444446,0.04761904761904762,,,0.04761904761904762,,,,,,0.1590277777777778,,0.049537037037037046,0.11666666666666668,,,,,,0,0,0,1,1,0,1,1,0,1,0,0,0,0
Reborn Rich,https://mydramalist.com/79607-youngest-son-of-a-conglomerate,this drama was super engaging and bingeable . Love a good revenge plot. The ending was not the best - it was satisfying in that he got his revenge but not satisfying in that it was due to a bunch of plot holes. Him being the one who killed Do Jun and having evidence all along but then not knowing he killed Do Jun or that Do Jun died when he becomes Do Jun didn’t make sense…also wish the ML had a real outburst at the end. He was the same level of energy for nearly the whole thing. still a good watch tho.,"['drama', 'super', 'engaging', 'bingeable', 'love', 'good', 'revenge', 'plot', 'ending', 'best', 'satisfying', 'got', 'revenge', 'satisfying', 'due', 'bunch', 'plot', 'hole', 'one', 'killed', 'jun', 'evidence', 'along', 'knowing', 'killed', 'jun', 'jun', 'died', 'becomes', 'jun', 'didnt', 'make', 'sensealso', 'wish', 'ml', 'real', 'outburst', 'end', 'level', 'energy', 'nearly', 'whole', 'thing', 'still', 'good', 'watch', 'tho']",0.25722222222222224,,,,,0.2529166666666667,,,,,,,0.32916666666666666,,,0.32916666666666666,,,,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Record of Youth,https://mydramalist.com/52015-youth-report,Boring. No chemistry with the leads. Annoying mom. Dumb/no plot. But it’s got pretty people in it,"['boring', 'chemistry', 'lead', 'annoying', 'mom', 'dumbno', 'plot', 'got', 'pretty', 'people']",-0.5166666666666667,,,,,,,,,,,,-0.325,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Romance Is a Bonus Book,https://mydramalist.com/30894-romance-is-a-bonus-book,Unexpectedly cute and heartwarming office romcom. Both male leads are cute and likable and so is the unconventional FL. Also the second couple/side characters are hilarious.,"['unexpectedly', 'cute', 'heartwarming', 'office', 'romcom', 'male', 'lead', 'cute', 'likable', 'unconventional', 'fl', 'also', 'second', 'coupleside', 'character', 'hilarious']",0.3333333333333333,,0.3125,,0.4375,,,,,,0.4,,,,,,,,,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Rookie Cops,https://mydramalist.com/687861-our-police-course,The romance in this was unexpectedly cute and I also got unexpectedly sad when they killed off a main character. But struggled narratively in some parts.,"['romance', 'unexpectedly', 'cute', 'also', 'got', 'unexpectedly', 'sad', 'killed', 'main', 'character', 'struggled', 'narratively', 'part']",-0.008333333333333338,,,,,,,,,,,,,,,,-0.004166666666666669,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0
